Año,Municipio,Código de Municipio,Camiones,Furgonetas,Autobuses,Turismos,Motocicletas,Tractores industriales,Ciclomotores,Otros vehículos,Total vehículos
2022,Maderuelo,40115,10,16,0,52,7,0,4,5,94
2022,Madremanya,17097,27,31,0,175,61,0,7,8,309
2022,Madrid,28079,84334,125821,6592,1497116,230044,5192,44285,15971,2009355
2022,Madrid ( municipio sin especificar) ,28000,23,29,1,128,19,3,0,0,203
2022,Madridanos,49103,21,31,31,324,32,1,26,12,478
2022,Madridejos,45087,1145,788,1,5822,440,128,509,210,9043
2022,Madrigal de la Vera,10111,228,170,0,992,134,15,174,73,1786
2022,Madrigal de las Altas Torres,5114,83,103,1,1083,110,6,106,22,1514
2022,Madrigal del Monte,9196,13,13,0,137,13,2,5,12,195
2022,Madrigalejo,10112,102,125,0,1165,80,5,242,43,1762
2022,Madrigalejo del Monte,9197,16,21,0,178,17,6,0,7,245
2022,Madrigueras,2045,391,256,0,2795,279,32,478,85,4316
2022,Madroñal,37176,22,24,0,78,7,0,1,1,133
2022,Madroñera,10113,225,192,0,1720,104,2,84,34,2361
2022,"Madroño, El",41057,41,17,0,141,13,0,27,11,250
2022,Maella,50152,221,171,0,956,116,6,103,80,1653
2022,Maello,5115,45,64,0,439,52,4,26,29,659
2022,Magacela,6075,24,38,0,292,13,0,45,3,415
2022,Magallón,50153,70,74,0,608,60,13,87,32,944
2022,Magaz de Cepeda,24093,28,28,0,233,24,1,31,7,352
2022,Magaz de Pisuerga,34098,57,61,0,772,66,111,23,20,1110
2022,Magaña,42107,12,11,0,42,5,1,3,6,80
2022,Maguilla,6076,64,62,1,613,45,0,115,21,921
2022,Magán,45088,204,171,2,2136,198,43,94,40,2888
2022,Mahamud,9198,10,14,0,106,9,1,2,6,148
2022,Mahide,49104,24,42,0,187,32,1,19,7,312
2022,Mahora,2046,120,76,0,787,86,3,137,25,1234
2022,Maials,25133,111,111,0,539,63,12,42,53,931
2022,Maicas,44142,3,1,0,21,0,0,0,0,25
2022,Mainar,50154,19,28,0,114,14,3,4,8,190
2022,Maire de Castroponce,49105,5,9,0,116,14,1,8,2,155
2022,Mairena del Alcor,41058,1274,754,3,12627,1571,195,1231,234,17889
2022,Mairena del Aljarafe,41059,1511,1339,45,24554,3907,33,1123,312,32824
2022,Maià de Montcal,17098,64,75,0,345,89,0,21,12,606
2022,Majadahonda,28080,6760,29923,21,131059,5229,16,726,302,174036
2022,Majadas,10114,72,52,0,829,79,14,45,21,1112
2022,"Majadas, Las",16121,35,53,0,164,15,0,11,3,281
2022,Majaelrayo,19165,13,16,0,32,15,1,4,7,88
2022,Maján,42108,1,2,0,13,1,0,0,0,17
2022,Malaga ( municipio sin especificar) ,29000,1,0,0,23,6,0,1,0,31
2022,Malaguilla,19167,12,40,0,114,14,2,9,4,195
2022,Malagón,13052,910,849,3,4580,541,203,640,197,7923
2022,"Malahá, La",18126,136,134,0,1132,178,8,183,26,1797
2022,Malanquilla,50155,7,11,0,61,1,0,2,3,85
2022,Malcocinado,6077,30,56,0,209,26,0,57,5,383
2022,Maldà,25130,22,28,0,178,21,0,40,11,300
2022,Maleján,50156,29,33,0,152,14,0,49,5,282
2022,Malgrat de Mar,8110,818,795,25,8422,2379,25,941,125,13530
2022,Malla,8111,54,55,0,205,47,1,10,14,386
2022,Mallabia,48058,192,175,1,853,106,15,25,61,1428
2022,Mallén,50160,187,201,1,1726,184,21,252,64,2636
2022,Malpartida,37178,4,8,0,57,5,0,5,3,82
2022,Malpartida de Corneja,5116,11,19,0,57,8,0,4,1,100
2022,Malpartida de Cáceres,10115,304,288,0,2596,334,16,280,76,3894
2022,Malpartida de Plasencia,10116,350,312,15,2803,258,12,142,94,3986
2022,Malpartida de la Serena,6078,47,86,0,393,17,2,39,10,594
2022,Malpica de Bergantiños,15043,289,211,19,3235,244,10,346,83,4437
2022,Malpica de Tajo,45089,184,133,0,1121,113,9,136,34,1730
2022,Maluenda,50159,93,69,0,495,58,0,72,9,796
2022,Malva,49107,3,7,0,82,2,0,2,0,96
2022,Malón,50157,29,40,0,211,24,0,43,9,356
2022,Mamblas,5117,19,17,0,197,18,4,9,8,272
2022,Mambrilla de Castrejón,9199,8,20,0,95,5,1,4,0,133
2022,Mambrillas de Lara,9200,3,6,0,37,6,0,2,1,55
2022,Mamolar,9201,3,6,0,23,0,0,4,3,39
2022,Manacor,7033,4197,2406,100,30301,4967,86,3367,470,45894
2022,Mancera de Abajo,37179,13,20,0,144,10,1,8,6,202
2022,Mancera de Arriba,5118,7,4,0,64,2,0,3,5,85
2022,Mancha Real,23058,847,1278,2,5701,642,37,772,227,9506
2022,Manchita,6079,53,79,0,466,41,2,64,24,729
2022,Manchones,50161,6,10,0,79,9,0,5,4,113
2022,Manciles,9202,4,6,0,22,1,20,1,0,54
2022,Mancor de la Vall,7034,115,69,0,1008,213,2,151,12,1570
2022,Mandayona,19168,13,19,0,198,12,0,12,8,262
2022,Manganeses de la Lampreana,49108,29,37,0,336,29,4,62,9,506
2022,Manganeses de la Polvorosa,49109,105,61,0,495,56,15,55,22,809
2022,Manilva,29068,757,1003,4,9997,1253,39,568,196,13817
2022,Manises,46159,1442,1279,10,16149,2158,156,919,151,22264
2022,Manjabálago y Ortigosa de Rioalmar,5119,1,5,0,11,0,0,0,1,18
2022,Manjarrés,26092,25,11,0,98,10,0,1,9,154
2022,Manlleu,8112,1049,1162,9,10621,1425,134,489,300,15189
2022,Manquillos,34099,6,6,0,47,7,2,2,1,71
2022,Manresa,8113,3274,3699,40,36603,6666,185,2173,864,53504
2022,Mansilla Mayor,24095,38,25,0,291,33,1,19,11,418
2022,Mansilla de la Sierra,26093,11,13,0,33,5,0,8,0,70
2022,Mansilla de las Mulas,24094,154,110,0,1139,107,6,59,23,1598
2022,Mantiel,19169,4,7,0,31,4,0,1,1,48
2022,Mantinos,34100,16,21,0,127,11,0,9,3,187
2022,Manuel,46160,168,72,0,1439,207,28,304,11,2229
2022,Manzanal de Arriba,49110,51,40,0,209,28,0,21,12,361
2022,Manzanal de los Infantes,49112,11,18,0,83,10,0,19,3,144
2022,Manzanal del Barco,49111,12,13,0,77,3,0,6,3,114
2022,Manzanares,13053,828,835,9,10399,1072,232,877,235,14487
2022,Manzanares de Rioja,26094,4,9,0,52,3,0,0,2,70
2022,Manzanares el Real,28082,330,375,0,4643,651,0,211,161,6371
2022,Manzaneda,32044,80,125,0,591,46,13,51,33,939
2022,Manzaneque,45090,28,73,0,247,14,1,27,10,400
2022,Manzanera,44143,95,83,0,336,26,3,29,19,591
2022,Manzanilla,21047,199,124,0,1188,126,18,242,35,1932
2022,Manzanillo,47080,5,3,0,44,5,0,2,0,59
2022,"Manzano, El",37180,4,4,0,40,2,0,1,1,52
2022,Maqueda,45091,79,41,0,321,26,0,19,11,497
2022,Mara,50162,19,30,0,100,4,0,8,6,167
2022,Maracena,18127,736,844,10,10465,2929,46,1403,110,16543
2022,Maranchón,19170,23,36,0,128,12,0,5,4,208
2022,Marazoleja,40903,1,6,0,84,6,1,5,2,105
2022,Marazuela,40118,0,6,0,38,6,0,2,0,52
2022,Maraña,24096,7,9,0,80,11,0,1,12,120
2022,Marañón,31162,7,8,0,42,3,1,5,4,70
2022,Marbella,29069,6537,11529,81,88839,16579,125,7186,1513,132389
2022,Marchagaz,10117,23,43,0,141,10,2,13,7,239
2022,Marchal,18128,26,41,0,281,27,3,41,8,427
2022,Marchamalo,19171,252,453,29,4196,538,9,223,53,5753
2022,Marchena,41060,1003,781,13,10197,1471,51,1740,211,15467
2022,Marcilla,31163,151,155,0,1562,85,14,113,51,2131
2022,Marcilla de Campos,34101,2,5,0,37,5,1,4,1,55
2022,Margalef,43075,10,17,0,67,32,0,6,3,135
2022,Marganell,8242,31,44,0,163,35,0,8,3,284
2022,Maria de la Salut,7035,309,162,3,1562,323,8,252,46,2665
2022,Mariana,16122,32,38,0,199,24,4,11,4,312
2022,Marina de Cudeyo,39040,294,331,23,3585,498,28,151,77,4987
2022,Marinaleda,41061,159,121,0,1846,166,20,259,64,2635
2022,Marines,46161,148,102,7,1163,162,5,112,26,1725
2022,"Marines, Los",21048,30,30,0,241,27,0,8,9,345
2022,Marjaliza,45092,29,62,0,181,14,0,10,1,297
2022,Markina-Xemein,48060,301,303,12,2544,260,11,64,98,3593
2022,Marlín,5120,16,16,0,16,1,0,1,0,50
2022,Marmolejo,23059,428,546,3,3311,335,29,571,61,5284
2022,Marracos,50902,4,8,0,38,5,0,2,1,58
2022,Marratxí,7036,2700,1629,56,24601,5631,254,1490,221,36582
2022,Marrupe,45093,13,14,0,95,11,0,11,5,149
2022,Martiago,37181,33,23,0,149,11,4,15,3,238
2022,Martiherrero,5121,30,49,0,205,35,4,9,8,340
2022,Martinamor,37182,9,20,0,91,11,1,4,4,140
2022,Martorell,8114,981,1108,17,20428,3416,109,577,454,27090
2022,Martorelles,8115,284,256,1,2848,677,37,218,103,4424
2022,Martos,23060,1450,2407,22,12054,1943,178,1752,288,20094
2022,Martín Miguel,40119,20,13,0,167,17,3,4,3,227
2022,Martín Muñoz de la Dehesa,40120,15,10,0,208,20,1,9,6,269
2022,Martín Muñoz de las Posadas,40121,36,34,0,235,23,10,17,14,369
2022,Martín de Yeltes,37183,33,35,0,263,16,0,30,3,380
2022,Martín de la Jara,41062,275,239,0,1635,227,14,326,71,2787
2022,Martín del Río,44144,41,44,0,260,21,1,30,39,436
2022,Martínez,5122,13,19,0,83,10,1,2,2,130
2022,Marugán,40122,48,56,0,481,65,1,28,12,691
2022,Maruri-Jatabe,48061,43,48,0,630,89,8,24,28,870
2022,Marzales,47081,1,4,0,33,3,4,6,1,52
2022,Marçà,43076,66,57,0,393,76,2,36,13,643
2022,María,4063,108,187,0,1060,111,6,104,29,1605
2022,María de Huerva,50163,181,273,0,3142,548,21,90,56,4311
2022,Marín,36026,899,688,2,13517,1976,93,727,186,18088
2022,Mas de Barberans,43077,106,98,0,281,64,2,41,17,609
2022,Mas de las Matas,44145,155,121,0,721,93,12,81,62,1245
2022,Masarac,17100,37,53,0,169,37,0,30,13,339
2022,Mascaraque,45094,50,71,0,343,30,10,47,9,560
2022,Masdenverge,43078,112,88,0,590,103,6,86,16,1001
2022,Masegosa,16123,7,13,0,83,6,0,4,2,115
2022,Masegoso,2047,13,9,0,79,8,0,5,2,116
2022,Masegoso de Tajuña,19172,3,9,0,31,5,0,2,5,55
2022,Maside,32045,255,171,1,2110,150,45,109,51,2892
2022,"Masies de Roda, Les",8116,79,106,0,471,81,4,27,14,782
2022,"Masies de Voltregà, Les",8117,312,284,12,2019,340,52,104,64,3187
2022,Masllorenç,43079,32,53,0,361,99,0,25,22,592
2022,"Masnou, El",8118,735,882,5,11233,3631,16,817,196,17515
2022,Maspujols,43081,58,60,0,493,163,0,28,13,815
2022,Masquefa,8119,445,518,0,5194,989,81,318,179,7724
2022,"Masroig, El",43082,73,57,0,311,52,1,24,14,532
2022,Massalavés,46162,195,69,0,986,172,4,198,6,1630
2022,Massalcoreig,25131,75,31,0,362,57,1,56,19,601
2022,Massalfassar,46163,190,138,36,1406,251,221,108,27,2377
2022,Massamagrell,46164,760,517,6,7769,980,190,544,104,10870
2022,Massanassa,46165,507,611,3,5286,829,91,290,48,7665
2022,Massanes,17101,79,99,0,490,101,43,71,46,929
2022,Massoteres,25132,27,15,0,156,11,0,14,3,226
2022,Masueco,37184,46,31,8,186,13,1,10,5,300
2022,"Masó, La",43080,22,25,0,184,45,0,15,13,304
2022,Mata de Alcántara,10118,33,38,2,187,17,0,21,12,310
2022,Mata de Cuéllar,40124,45,23,0,216,34,16,17,7,358
2022,"Mata de Ledesma, La",37186,6,8,0,78,1,0,6,3,102
2022,"Mata de Morella, la",12075,19,23,0,104,17,0,19,5,187
2022,"Mata de los Olmos, La",44146,20,33,0,158,4,10,15,8,248
2022,"Mata, La",45095,84,65,1,534,67,8,52,17,828
2022,Matabuena,40123,44,28,0,127,8,1,2,26,236
2022,Matadepera,8120,276,550,1,4982,1834,7,511,131,8292
2022,Matadeón de los Oteros,24097,19,25,0,172,30,15,12,16,289
2022,Matalebreras,42110,12,12,0,62,11,1,5,5,108
2022,Matallana de Torío,24098,121,185,0,875,129,2,85,43,1440
2022,Matamala de Almazán,42111,37,33,0,217,38,3,26,20,374
2022,Matanza,24099,10,18,0,147,15,2,18,6,216
2022,"Matanza de Acentejo, La",38025,1148,763,1,5109,627,9,198,171,8026
2022,Matapozuelos,47082,86,80,0,723,103,11,36,37,1076
2022,Matarrubia,19173,8,15,0,54,17,3,2,9,108
2022,Mataró,8121,4385,4879,160,52595,14432,153,4126,856,81586
2022,Matet,12076,10,2,0,40,5,1,8,0,66
2022,Matilla de Arzón,49113,13,23,0,146,8,1,7,5,203
2022,Matilla de los Caños,47083,6,10,0,91,8,1,4,1,121
2022,Matilla de los Caños del Río,37187,47,40,0,403,34,4,27,25,580
2022,Matilla la Seca,49114,0,0,0,31,3,0,2,2,38
2022,"Matilla, La",40125,14,13,0,58,6,1,2,1,95
2022,Matillas,19174,10,13,0,83,7,1,4,2,120
2022,Matute,26095,4,22,0,64,9,0,14,3,116
2022,"Maya, La",37188,14,14,0,121,21,1,7,30,208
2022,Mayalde,49115,30,26,0,117,11,0,7,6,197
2022,Mayorga,47084,141,115,0,873,89,7,81,50,1356
2022,Mazaleón,44147,68,88,0,312,32,0,36,10,546
2022,Mazarambroz,45096,137,99,0,800,99,9,153,33,1330
2022,Mazarete,19175,0,2,0,14,1,0,2,0,19
2022,Mazaricos,15045,274,230,15,2911,146,33,138,141,3888
2022,Mazariegos,34102,9,23,0,195,20,1,14,5,267
2022,Mazarrón,30026,2191,1700,34,19292,2432,350,1872,406,28277
2022,Mazcuerras,39041,138,184,0,1243,202,28,127,63,1985
2022,Mazuecos,19176,34,56,0,225,19,0,13,14,361
2022,Mazuecos de Valdeginate,34103,6,11,0,69,9,0,4,4,103
2022,Mazuela,9206,3,8,0,58,8,0,3,2,82
2022,Maçanet de Cabrenys,17102,84,149,0,426,105,0,43,20,827
2022,Maçanet de la Selva,17103,577,626,0,4423,807,22,424,199,7078
2022,"Maíllo, El",37177,32,38,26,185,17,2,17,14,331
2022,Mañaria,48059,54,64,0,297,45,8,11,28,507
2022,Mañeru,31161,32,42,0,265,24,0,6,11,380
2022,Mañón,15044,80,92,7,908,82,1,137,20,1327
2022,Maó-Mahón,7032,2241,1660,94,17773,4338,57,1834,231,28228
2022,Meaño,36027,490,311,0,3647,494,83,502,145,5672
2022,Mecerreyes,9208,20,25,0,188,18,0,6,13,270
2022,Meco,28083,661,925,4,9486,1035,119,259,100,12589
2022,Medellín,6080,95,144,0,1577,168,31,198,30,2243
2022,Mediana de Aragón,50164,44,40,0,252,25,0,39,18,418
2022,Mediana de Voltoya,5123,9,24,0,109,19,0,4,3,168
2022,Medina de Pomar,9209,493,570,3,3609,431,43,174,188,5511
2022,Medina de Rioseco,47086,319,237,0,2416,264,92,167,85,3580
2022,Medina de las Torres,6081,77,82,0,728,83,2,128,19,1119
2022,Medina del Campo,47085,966,714,15,9872,1153,111,638,220,13689
2022,Medina-Sidonia,11023,616,441,3,5926,756,27,952,101,8822
2022,Medinaceli,42113,115,101,5,410,30,18,25,39,743
2022,Medinilla,5124,17,13,0,64,2,0,5,5,106
2022,Medio Cudeyo,39042,706,470,0,4619,528,199,188,101,6811
2022,Mediona,8122,181,187,0,1436,336,1,156,78,2375
2022,Medranda,19177,10,11,0,72,18,1,13,2,127
2022,Medrano,26096,23,34,0,202,33,0,6,10,308
2022,Megeces,47087,34,25,0,321,30,2,13,6,431
2022,Megina,19178,2,5,0,23,4,0,1,0,35
2022,Meira,27029,141,207,9,1174,79,35,42,71,1758
2022,Meis,36028,462,342,6,3325,431,75,451,212,5304
2022,Mejorada,45097,115,135,0,812,58,1,38,13,1172
2022,Mejorada del Campo,28084,1233,1468,3,13653,1278,139,393,249,18416
2022,Melgar de Abajo,47088,13,6,0,92,10,0,8,6,135
2022,Melgar de Arriba,47089,17,17,0,137,19,3,10,12,215
2022,Melgar de Fernamental,9211,166,136,0,1022,90,33,53,105,1605
2022,Melgar de Tera,49116,23,23,0,264,16,4,17,6,353
2022,Melgar de Yuso,34104,14,22,0,232,26,1,15,17,327
2022,Meliana,46166,555,330,3,5361,939,35,398,72,7693
2022,Melide,15046,554,475,16,4426,284,108,274,129,6266
2022,Melilla,52001,3507,8447,55,47401,8776,110,3168,656,72120
2022,Melque de Cercos,40126,2,7,0,60,4,1,2,1,77
2022,Melón,32046,82,101,7,789,67,7,93,14,1160
2022,Membibre de la Hoz,40127,2,4,0,40,2,3,3,2,56
2022,Membribe de la Sierra,37189,7,7,0,59,4,0,3,3,83
2022,Membrilla,13054,438,386,0,3682,349,87,363,150,5455
2022,Membrillera,19179,9,14,0,66,13,1,5,4,112
2022,Membrío,10119,55,44,0,343,27,0,45,22,536
2022,Menasalbas,45098,437,389,3,1686,139,42,291,116,3103
2022,Mendaro,20901,70,66,14,934,108,3,18,29,1242
2022,Mendata,48062,34,40,0,231,62,0,12,16,395
2022,Mendavia,31165,294,274,1,2033,163,53,159,62,3039
2022,Mendaza,31166,20,39,0,182,16,0,9,5,271
2022,Mendexa,48063,32,31,0,251,86,0,19,18,437
2022,Mendigorria,31167,91,98,0,634,60,1,57,22,963
2022,Meneses de Campos,34106,10,7,0,96,12,1,8,2,136
2022,Mengabril,6082,22,20,0,296,37,1,59,6,441
2022,Mengamuñoz,5125,2,12,0,34,2,0,1,4,55
2022,Mengíbar,23061,730,679,10,4972,728,99,1112,154,8484
2022,Menàrguens,25134,55,49,0,546,91,20,92,26,879
2022,Mequinenza,50165,200,175,0,1237,205,10,187,38,2052
2022,Meranges,17099,19,28,0,63,15,0,1,6,132
2022,"Merca, A",32047,191,121,3,1522,145,19,62,38,2101
2022,"Mercadal, Es",7037,471,377,25,3455,690,0,236,66,5320
2022,Merindad de Cuesta-Urria,9213,34,32,0,226,31,4,15,12,354
2022,Merindad de Montija,9214,75,114,0,553,66,1,36,35,880
2022,Merindad de Río Ubierna,9906,88,142,0,1075,193,15,22,53,1588
2022,Merindad de Sotoscueva,9215,35,48,0,253,23,1,13,24,397
2022,Merindad de Valdeporres,9216,68,77,2,310,52,7,20,23,559
2022,Merindad de Valdivielso,9217,62,58,0,274,40,0,18,37,489
2022,Meruelo,39043,168,169,3,1396,162,14,69,63,2044
2022,Mesas de Ibor,10120,13,21,0,84,3,0,9,9,139
2022,"Mesas, Las",16124,246,173,0,1477,80,17,145,47,2185
2022,Mesegar de Corneja,5126,13,10,0,34,2,0,3,2,64
2022,Mesegar de Tajo,45100,16,52,0,113,15,0,27,7,230
2022,Mesones de Isuela,50166,50,41,0,155,13,0,26,5,290
2022,Mestanza,13055,69,92,2,354,48,1,48,25,639
2022,Mesía,15047,175,177,3,1895,115,31,144,83,2623
2022,Metauten,31168,32,54,0,186,28,2,7,11,320
2022,Mezalocha,50167,21,23,0,154,30,5,17,11,261
2022,Mezquita de Jarque,44148,12,14,0,62,3,0,9,4,104
2022,"Mezquita, A",32048,82,155,7,709,48,10,49,30,1090
2022,Meñaka,48064,41,44,0,494,77,0,14,22,692
2022,Miajadas,10121,723,695,26,5922,743,161,732,175,9177
2022,Mianos,50168,6,6,0,19,0,0,1,3,35
2022,Micereces de Tera,49117,42,45,0,299,32,3,30,17,468
2022,Micieces de Ojeda,34107,4,3,0,53,3,0,0,1,64
2022,Miedes de Aragón,50169,56,45,0,222,24,0,29,16,392
2022,Miedes de Atienza,19181,7,7,0,44,5,0,0,1,64
2022,Miengo,39044,265,244,2,3320,443,13,227,71,4585
2022,Miera,39045,20,33,0,258,23,4,8,1,347
2022,Mieres,17105,50,60,0,205,43,0,23,7,388
2022,Mieres,33037,1122,1739,111,19524,1757,95,686,494,25528
2022,"Mierla, La",19182,3,7,0,18,2,0,1,0,31
2022,Mieza,37190,22,10,0,89,7,0,10,5,143
2022,"Migjorn Gran, Es",7902,124,65,15,862,180,0,96,14,1356
2022,Miguel Esteban,45101,641,361,1,2844,216,15,269,96,4443
2022,Miguelturra,13056,785,708,4,7842,1019,79,671,118,11226
2022,Migueláñez,40128,15,14,0,108,12,3,7,3,162
2022,Mijares,5127,110,118,0,431,61,1,55,63,839
2022,Mijas,29070,3928,5204,76,50588,12942,62,5864,865,79529
2022,Milagro,31169,210,191,0,1756,179,37,151,37,2561
2022,Milagros,9218,32,36,0,292,37,6,14,14,431
2022,"Milano, El",37191,10,14,0,66,6,0,2,4,102
2022,Millana,19184,12,13,0,78,6,0,3,3,115
2022,Millanes,10122,18,17,0,111,11,3,11,8,179
2022,Millares,46167,48,38,3,250,27,3,29,7,405
2022,Millena,3086,17,21,0,137,27,0,6,2,210
2022,Milles de la Polvorosa,49118,11,22,0,157,29,1,34,1,255
2022,Milmarcos,19183,9,18,0,63,14,0,1,0,105
2022,"Milà, El",43083,22,17,0,101,25,0,14,6,185
2022,Minas de Riotinto,21049,192,151,1,2353,220,9,215,60,3201
2022,Minaya,2048,139,116,0,987,150,2,154,37,1585
2022,Minglanilla,16125,341,215,0,1300,145,350,183,67,2601
2022,Mingorría,5128,24,29,0,285,33,4,13,19,407
2022,Mira,16126,134,107,0,577,66,47,130,30,1091
2022,Mirabel,10123,62,43,0,337,21,0,28,6,497
2022,Mirabueno,19186,10,13,0,74,8,0,9,2,116
2022,Miraflores de la Sierra,28085,331,385,0,3464,426,2,125,77,4810
2022,Mirafuentes,31170,6,2,0,21,4,0,1,4,38
2022,Miralcamp,25135,169,115,0,953,153,18,124,30,1562
2022,Miralrío,19187,10,23,0,50,10,0,5,7,105
2022,Miramar,46168,129,94,1,1415,277,26,199,31,2172
2022,Mirambel,44149,31,29,0,85,8,0,5,9,167
2022,Miranda de Arga,31171,62,45,0,490,65,3,62,21,748
2022,Miranda de Azán,37192,33,39,0,314,69,0,15,7,477
2022,Miranda de Ebro,9219,1273,1330,66,17618,1627,198,655,381,23148
2022,Miranda del Castañar,37193,45,39,0,235,25,0,26,11,381
2022,Mirandilla,6084,70,114,0,847,64,5,137,14,1251
2022,Miraveche,9220,3,11,0,58,6,0,2,7,87
2022,Miravet,43084,104,74,0,462,101,1,90,24,856
2022,Miravete de la Sierra,44150,0,5,0,19,4,0,1,2,31
2022,Mironcillo,5130,1,4,0,78,3,0,3,3,92
2022,Mirueña de los Infanzones,5131,18,13,0,90,12,0,5,3,141
2022,"Mirón, El",5129,16,22,0,79,4,0,5,4,130
2022,Mislata,46169,1131,1009,46,19457,3097,104,930,323,26097
2022,Miño,15048,206,281,0,3601,418,10,183,63,4762
2022,Miño de Medinaceli,42115,13,18,0,82,5,1,2,3,124
2022,Miño de San Esteban,42116,11,12,0,35,3,0,2,2,65
2022,"Miñosa, La",19185,4,9,0,18,4,0,1,1,37
2022,Moaña,36029,754,598,35,11573,1975,11,700,207,15853
2022,Mocejón,45102,504,384,1,2998,301,33,210,95,4526
2022,Mochales,19188,7,11,0,34,7,0,2,6,67
2022,Moclinejo,29071,180,144,0,623,190,12,171,14,1334
2022,Moclín,18132,340,551,0,2527,350,42,486,75,4371
2022,Modúbar de la Emparedada,9221,47,47,0,508,78,0,15,22,717
2022,Moeche,15049,90,68,0,945,73,2,146,28,1352
2022,Mogarraz,37194,20,25,0,137,10,6,12,9,219
2022,Mogente/Moixent,46170,480,330,0,2111,316,40,372,75,3724
2022,Moguer,21050,1682,898,30,10346,866,157,945,186,15110
2022,Mogán,35012,2001,1297,28,12125,1723,17,673,230,18094
2022,Mohedas de Granadilla,10124,135,139,0,545,32,5,57,28,941
2022,Mohedas de la Jara,45103,63,85,0,252,12,1,26,11,450
2022,Mohernando,19189,25,23,0,151,23,6,5,8,241
2022,Moià,8138,433,546,0,3249,633,16,193,133,5203
2022,Mojados,47090,229,220,0,1991,293,74,94,54,2955
2022,"Mojonera, La",4903,1521,681,2,5538,383,157,406,147,8835
2022,Mojácar,4064,428,671,0,5432,700,24,505,150,7910
2022,Molacillos,49119,10,24,0,206,24,0,14,3,281
2022,"Molar, El",28086,416,455,4,4728,546,25,184,120,6478
2022,"Molar, El",43085,31,35,0,172,37,0,22,8,305
2022,"Molares, Los",41063,180,133,0,1783,197,6,362,39,2700
2022,Molezuelas de la Carballeda,49120,1,5,0,32,1,0,4,1,44
2022,Molina de Aragón,19190,304,354,0,1885,332,20,87,106,3088
2022,Molina de Segura,30027,2810,3010,53,37802,5442,738,2937,460,53252
2022,Molinaseca,24100,53,82,0,563,73,16,31,13,831
2022,Molinicos,2049,114,117,0,507,59,1,126,30,954
2022,Molinillo,37195,3,8,0,33,2,0,4,1,51
2022,Molinos,44151,41,35,0,140,19,0,11,29,275
2022,Molinos de Duero,42117,31,17,0,106,18,3,4,14,193
2022,"Molinos, Los",28087,216,304,1,2458,338,5,94,39,3455
2022,Molins de Rei,8123,1078,1200,43,11703,2970,158,455,230,17837
2022,Molledo,39046,91,128,1,951,140,15,95,25,1446
2022,Mollerussa,25137,638,619,7,7069,851,134,430,183,9931
2022,Mollet de Peralada,17106,28,26,0,125,23,0,10,5,217
2022,Mollet del Vallès,8124,1596,1591,20,23963,3591,280,1147,307,32495
2022,Mollina,29072,319,291,3,3292,391,34,400,94,4824
2022,Molló,17107,35,79,0,198,59,1,5,12,389
2022,"Molsosa, La",25136,17,23,0,85,13,0,7,5,150
2022,Molvízar,18133,390,206,0,1616,327,77,249,29,2894
2022,Mombeltrán,5132,124,128,0,530,89,2,79,54,1006
2022,Momblona,42118,1,2,0,20,3,0,1,2,29
2022,Mombuey,49121,59,79,0,281,31,1,25,15,491
2022,Monachil,18134,547,598,15,4729,1483,10,716,126,8224
2022,Monasterio,19191,0,4,0,9,6,0,0,0,19
2022,Monasterio de Rodilla,9224,17,31,0,125,27,4,6,9,219
2022,Monasterio de Vega,47091,7,5,0,51,6,0,3,0,72
2022,Monasterio de la Sierra,9223,3,7,0,24,4,0,0,3,41
2022,Moncada,46171,943,701,44,10947,1825,104,839,160,15563
2022,Moncalvillo,9225,4,1,0,48,4,0,0,2,59
2022,Moncofa,12077,430,280,0,3582,498,8,348,62,5208
2022,Monda,29073,225,264,1,1422,253,6,191,62,2424
2022,Mondariz,36030,207,229,10,3235,345,50,409,87,4572
2022,Mondariz-Balneario,36031,38,36,0,408,69,1,15,7,574
2022,Mondoñedo,27030,248,317,99,2212,272,67,252,83,3550
2022,Mondéjar,19192,313,281,1,1542,164,242,98,75,2716
2022,Monegrillo,50170,43,54,0,251,17,4,33,13,415
2022,Monesma y Cajigar,22155,24,20,0,52,2,1,10,2,111
2022,Monesterio,6085,373,368,27,2524,223,65,156,98,3834
2022,Moneva,50171,13,16,0,68,6,0,6,11,120
2022,Monfarracinos,49122,106,75,0,614,94,3,40,25,957
2022,Monfero,15050,99,129,2,1403,169,9,156,54,2021
2022,Monflorite-Lascasas,22156,33,50,0,303,55,9,15,7,472
2022,Monforte de Lemos,27031,1034,1088,52,10996,1073,59,545,253,15100
2022,Monforte de Moyuela,44152,9,17,0,53,12,0,2,4,97
2022,Monforte de la Sierra,37196,4,8,0,37,2,0,1,0,52
2022,Monforte del Cid,3088,689,416,2,4616,622,70,331,146,6892
2022,Monistrol de Calders,8128,55,74,0,460,85,2,50,17,743
2022,Monistrol de Montserrat,8127,139,129,0,1673,306,4,56,49,2356
2022,Monleras,37198,24,30,0,144,6,5,11,6,226
2022,Monleón,37197,10,14,0,68,6,0,6,2,106
2022,Monreal de Ariza,50172,41,31,0,172,20,12,13,23,312
2022,Monreal del Campo,44153,294,163,0,1442,101,46,86,88,2220
2022,Monreal del Llano,16128,5,6,0,42,1,0,0,2,56
2022,Monreal/Elo,31172,34,45,0,239,38,0,9,10,375
2022,Monroy,10125,97,86,0,661,47,3,62,19,975
